positivas,negativas,total,pos_periodo,neg_periodo,tot_periodo,tempo_id,servico_id
888,509,1397,3,9,12,3,544
66,54,120,0,0,0,3,545
485,629,1114,5,8,13,3,546
234,285,519,0,0,0,3,547
2680,3049,5729,35,39,74,3,548
5,5,10,0,0,0,3,549
8,4,12,0,0,0,3,550
10,4,14,0,0,0,3,551
5,2,7,0,0,0,3,552
9,3,12,0,0,0,3,553
35,10,45,1,1,2,3,554
12,0,12,0,0,0,3,555
24,2,26,0,0,0,3,556
2,0,2,0,0,0,3,557
161,19,180,1,0,1,3,558
2,2,4,0,0,0,3,559
3,3,6,0,0,0,3,560
17,2,19,0,0,0,3,561
2,4,6,0,0,0,3,562
2,1,3,0,0,0,3,563
7,2,9,0,0,0,3,564
4,4,8,0,0,0,3,565
12,4,16,0,1,1,3,566
5,2,7,0,0,0,3,567
4,3,7,0,0,0,3,568
12,3,15,0,0,0,3,569
28,34,62,0,0,0,3,570
6,3,9,0,0,0,3,571
4,12,16,1,0,1,3,572
0,0,0,-8,-21,-29,3,573
1,0,1,0,0,0,3,574
35,9,44,0,0,0,3,575
11,3,14,0,0,0,3,576
0,0,0,0,0,0,3,577
5,10,15,0,0,0,3,578
58,118,176,0,3,3,3,579
4,22,26,0,2,2,3,580
5,21,26,0,0,0,3,581
58,22,80,0,0,0,3,582
6,4,10,0,0,0,3,583
6,4,10,0,0,0,3,584
27,10,37,0,0,0,3,585
3,13,16,0,0,0,3,586
9,3,12,0,0,0,3,587
30,25,55,0,0,0,3,588
20,18,38,1,1,2,3,589
19,54,73,0,0,0,3,590
14,23,37,0,0,0,3,591
6912,5370,12282,45,47,92,3,592
42,40,82,0,0,0,3,593
32,20,52,0,0,0,3,594
36,110,146,1,0,1,3,595
2,5,7,0,0,0,3,596
6,4,10,0,0,0,3,597
3,1,4,0,0,0,3,598
0,2,2,0,0,0,3,599
127,56,183,3,0,3,3,600
16,4,20,0,0,0,3,601
41,31,72,0,0,0,3,602
26,8,34,0,0,0,3,603
112,17,129,0,0,0,3,604
82,21,103,2,0,2,3,605
9,2,11,0,0,0,3,606
52,19,71,2,0,2,3,607
23,14,37,0,0,0,3,608
16,1,17,0,0,0,3,609
94,6,100,3,0,3,3,610
31,7,38,0,0,0,3,611
1,2,3,0,0,0,3,612
388,152,540,9,1,10,3,613
3,2,5,0,0,0,3,614
4,0,4,0,0,0,3,615
2,0,2,0,0,0,3,616
4,9,13,0,0,0,3,617
4,0,4,0,0,0,3,618
2,0,2,0,0,0,3,619
5,1,6,0,0,0,3,620
3,3,6,0,0,0,3,621
11,5,16,0,0,0,3,622
5,5,10,0,0,0,3,623
1,0,1,0,0,0,3,624
10,35,45,0,0,0,3,625
1,0,1,0,0,0,3,626
2,0,2,0,0,0,3,627
3,1,4,0,0,0,3,628
1,4,5,0,1,1,3,629
7,3,10,0,0,0,3,630
5,8,13,0,0,0,3,631
28,19,47,0,0,0,3,632
0,2,2,0,0,0,3,633
2,0,2,0,0,0,3,634
329,42,371,2,0,2,3,635
1,2,3,0,0,0,3,636
3,4,7,0,0,0,3,637
7,6,13,0,0,0,3,638
6,0,6,0,0,0,3,639
9,5,14,0,0,0,3,640
5,7,12,0,0,0,3,641
4,0,4,0,0,0,3,642
2,1,3,0,0,0,3,643
2,0,2,0,0,0,3,644
5,1,6,0,0,0,3,645
1,2,3,0,0,0,3,646
3,0,3,0,0,0,3,647
0,0,0,0,0,0,3,648
5,3,8,0,0,0,3,649
30,25,55,0,0,0,3,650
873,379,1252,6,1,7,3,651
6963,820,7783,41,3,44,3,652
516,560,1076,4,4,8,3,653
522,530,1052,6,7,13,3,654
20,4,24,0,0,0,3,655
0,0,0,0,0,0,3,656
5,4,9,0,0,0,3,657
5,3,8,0,0,0,3,658
61,123,184,0,3,3,3,659
1206,4643,5849,21,50,71,3,660
8,0,8,0,0,0,3,661
7,4,11,0,0,0,3,662
8,7,15,0,0,0,3,663
1,2,3,0,0,0,3,664
6,3,9,0,0,0,3,665
43,31,74,0,0,0,3,666
35,49,84,0,1,1,3,667
5,3,8,0,0,0,3,668
11,13,24,0,0,0,3,669
11,2,13,0,0,0,3,670
17,19,36,0,0,0,3,671
2,2,4,0,0,0,3,672
2,9,11,0,0,0,3,673
3,9,12,0,0,0,3,674
11,6,17,0,0,0,3,675
2,2,4,0,0,0,3,676
3,15,18,0,0,0,3,677
3,5,8,0,0,0,3,678
2,3,5,0,0,0,3,679
4,4,8,1,0,1,3,680
40,91,131,1,2,3,3,681
3,8,11,0,0,0,3,682
1,2,3,0,0,0,3,683
60,55,115,2,0,2,3,684
34,45,79,0,2,2,3,685
312,155,467,1,1,2,3,686
21,60,81,0,2,2,3,687
40,117,157,0,4,4,3,688
5,8,13,0,0,0,3,689
7,13,20,0,0,0,3,690
19,24,43,0,0,0,3,691
13,48,61,0,1,1,3,692
38,136,174,1,2,3,3,693
14,14,28,0,0,0,3,694
34,12,46,1,0,1,3,695
20,24,44,1,0,1,3,696
1,3,4,0,0,0,3,697
76,293,369,1,1,2,3,698
37,42,79,0,0,0,3,699
11,11,22,0,0,0,3,700
8,2,10,0,0,0,3,701
6,5,11,0,0,0,3,702
3,3,6,0,0,0,3,703
9,7,16,0,0,0,3,704
1,7,8,0,0,0,3,705
7,10,17,0,0,0,3,706
11,14,25,0,0,0,3,707
10,2,12,0,0,0,3,708
1,15,16,0,0,0,3,709
4,15,19,0,0,0,3,710
8,1,9,0,0,0,3,711
4,0,4,0,0,0,3,712
60,270,330,0,0,0,3,713
28,30,58,0,0,0,3,714
57,83,140,0,0,0,3,715
59,111,170,0,1,1,3,716
37,68,105,0,0,0,3,717
14,5,19,0,0,0,3,718
18,22,40,0,0,0,3,719
48,31,79,1,0,1,3,720
2,7,9,0,0,0,3,721
29,218,247,0,0,0,3,722
16,85,101,0,0,0,3,723
11,15,26,0,0,0,3,724
4,8,12,0,0,0,3,725
5,3,8,0,0,0,3,726
4,3,7,0,0,0,3,727
0,3,3,0,0,0,3,728
2,5,7,0,0,0,3,729
3,5,8,0,0,0,3,730
1,4,5,0,0,0,3,731
2,3,5,0,0,0,3,732
2,5,7,0,0,0,3,733
1,4,5,0,0,0,3,734
5,7,12,0,0,0,3,735
4,2,6,0,0,0,3,736
0,0,0,0,0,0,3,737
2,2,4,0,0,0,3,738
7,1,8,0,0,0,3,739
2,0,2,0,0,0,3,740
9,34,43,0,0,0,3,741
0,3,3,0,0,0,3,742
11,1,12,0,0,0,3,743
24,10,34,0,0,0,3,744
34,74,108,0,3,3,3,745
3,11,14,1,0,1,3,746
4,1,5,0,0,0,3,747
6,7,13,0,0,0,3,748
4,2,6,0,1,1,3,749
2,2,4,0,0,0,3,750
7,1,8,1,0,1,3,751
6,13,19,0,1,1,3,752
49,81,130,0,1,1,3,753
5,7,12,0,0,0,3,754
2,3,5,0,0,0,3,755
3,3,6,0,0,0,3,756
8,5,13,0,0,0,3,757
1,0,1,0,0,0,3,758
1,0,1,0,0,0,3,759
0,0,0,0,0,0,3,760
1,0,1,0,0,0,3,761
0,0,0,0,0,0,3,762
1,1,2,0,0,0,3,763
1,0,1,0,0,0,3,764
1,1,2,0,0,0,3,765
0,0,0,0,0,0,3,766
4,10,14,0,1,1,3,767
7,18,25,0,0,0,3,768
0,4,4,0,0,0,3,769
11,0,11,0,0,0,3,770
1,1,2,0,0,0,3,771
0,1,1,0,0,0,3,772
23,5,28,0,0,0,3,773
1557,395,1952,9,3,12,3,774
49,34,83,0,2,2,3,775
64,11,75,0,0,0,3,776
725,905,1630,15,26,41,3,777
98,936,1034,4,40,44,3,778
7,6,13,0,0,0,3,779
9,6,15,0,0,0,3,780
15,36,51,0,0,0,3,781
5,1,6,1,0,1,3,782
6,11,17,0,0,0,3,783
568,998,1566,4,2,6,3,784
183,57,240,0,1,1,3,785
383,609,992,1,4,5,3,786
21,46,67,0,0,0,3,787
248,885,1133,1,3,4,3,788
115,206,321,0,0,0,3,789
62,72,134,1,0,1,3,790
139,743,882,3,10,13,3,791
8,1,9,0,0,0,3,792
6,3,9,0,0,0,3,793
7,3,10,0,0,0,3,794
198,43,241,1,0,1,3,795
9,7,16,0,0,0,3,796
5,1,6,0,0,0,3,797
6,0,6,0,0,0,3,798
35,6,41,0,0,0,3,799
3,1,4,0,0,0,3,800
86,15,101,0,0,0,3,801
147,22,169,0,0,0,3,802
134,126,260,0,1,1,3,803
20,8,28,0,0,0,3,804
13,21,34,0,0,0,3,805
17,6,23,0,0,0,3,806
66,90,156,1,3,4,3,807
7,8,15,0,0,0,3,808
7,0,7,0,0,0,3,809
7,4,11,0,0,0,3,810
2,2,4,0,0,0,3,811
2,1,3,0,0,0,3,812
34,16,50,0,0,0,3,813
5,0,5,0,0,0,3,814
51,19,70,1,0,1,3,815
85,4,89,1,0,1,3,816
90,109,199,1,0,1,3,817
355,173,528,8,2,10,3,818
157,100,257,1,2,3,3,819
1923,1248,3171,32,12,44,3,820
35,23,58,1,0,1,3,821
1747,652,2399,25,5,30,3,822
30,52,82,0,0,0,3,823
620,246,866,7,4,11,3,824
1073,387,1460,5,1,6,3,825
767,595,1362,4,2,6,3,826
13,4,17,0,0,0,3,827
31,14,45,1,0,1,3,828
7,3,10,0,0,0,3,829
15,21,36,0,0,0,3,830
4,1,5,0,0,0,3,831
37,10,47,0,0,0,3,832
4,4,8,0,0,0,3,833
31,7,38,0,0,0,3,834
4,2,6,0,0,0,3,835
91,119,210,0,2,2,3,836
8,3,11,0,0,0,3,837
21,17,38,0,0,0,3,838
8,3,11,0,0,0,3,839
4,4,8,0,0,0,3,840
36,21,57,0,1,1,3,841
50,57,107,0,0,0,3,842
20,43,63,0,0,0,3,843
2,9,11,0,0,0,3,844
8,5,13,0,0,0,3,845
23,5,28,0,0,0,3,846
3,1,4,0,0,0,3,847
6,1,7,0,0,0,3,848
14,9,23,0,0,0,3,849
277,267,544,4,6,10,3,850
450,394,844,11,5,16,3,851
4,6,10,0,1,1,3,852
37,28,65,0,2,2,3,853
7,20,27,0,0,0,3,854
7,15,22,1,0,1,3,855
13,21,34,0,0,0,3,856
33,9,42,0,0,0,3,857
14,5,19,0,0,0,3,858
9,20,29,0,0,0,3,859
10,5,15,1,0,1,3,860
16,5,21,0,0,0,3,861
48,40,88,0,0,0,3,862
7,45,52,0,0,0,3,863
14,7,21,0,0,0,3,864
23,112,135,0,4,4,3,865
29,11,40,0,0,0,3,866
4,8,12,0,0,0,3,867
8,0,8,0,0,0,3,868
11,3,14,0,0,0,3,869
63,5,68,2,0,2,3,870
1297,210,1507,34,2,36,3,871
126,68,194,0,0,0,3,872
50,19,69,0,1,1,3,873
34,21,55,0,0,0,3,874
6,4,10,0,0,0,3,875
164,83,247,1,0,1,3,876
157,68,225,0,0,0,3,877
133,77,210,2,1,3,3,878
13,6,19,0,0,0,3,879
8,9,17,0,0,0,3,880
76,7,83,0,0,0,3,881
10,34,44,0,0,0,3,882
7,8,15,0,0,0,3,883
10,6,16,0,0,0,3,884
4,10,14,0,0,0,3,885
10,5,15,0,0,0,3,886
11,5,16,0,0,0,3,887
14,4,18,0,0,0,3,888
17,20,37,0,0,0,3,889
7,3,10,0,0,0,3,890
22,15,37,0,1,1,3,891
1,0,1,0,0,0,3,892
14,12,26,0,0,0,3,893
8,3,11,0,0,0,3,894
99,36,135,1,0,1,3,895
30,28,58,2,0,2,3,896
5,0,5,0,0,0,3,897
2,0,2,0,0,0,3,898
0,1,1,0,0,0,3,899
1,3,4,0,0,0,3,900
3,3,6,0,0,0,3,901
2,2,4,0,0,0,3,902
12,10,22,0,0,0,3,903
10,13,23,0,0,0,3,904
10,16,26,0,1,1,3,905
24,8,32,0,0,0,3,906
2,4,6,0,0,0,3,907
7,4,11,0,0,0,3,908
4,0,4,0,0,0,3,909
3,3,6,0,0,0,3,910
4,1,5,0,0,0,3,911
3,5,8,0,0,0,3,912
37,8,45,0,0,0,3,913
12,15,27,0,2,2,3,914
4,18,22,0,1,1,3,915
3,4,7,0,0,0,3,916
0,4,4,0,0,0,3,917
2,5,7,0,0,0,3,918
29,123,152,0,0,0,3,919
21,14,35,0,0,0,3,920
18,4,22,0,0,0,3,921
0,1,1,0,0,0,3,922
5,8,13,0,1,1,3,923
2,1,3,0,0,0,3,924
6,15,21,0,1,1,3,925
1,0,1,0,0,0,3,926
0,3,3,0,0,0,3,927
1,3,4,0,0,0,3,928
5,13,18,0,0,0,3,929
4,1,5,0,0,0,3,930
0,1,1,0,0,0,3,931
2,3,5,0,0,0,3,932
0,2,2,0,0,0,3,933
1,2,3,0,0,0,3,934
0,3,3,0,0,0,3,935
0,0,0,0,0,0,3,936
1,2,3,0,0,0,3,937
4,11,15,0,0,0,3,938
0,1,1,0,0,0,3,939
2,4,6,0,0,0,3,940
10,6,16,1,0,1,3,941
2,2,4,0,0,0,3,942
16,27,43,0,0,0,3,943
2,1,3,0,0,0,3,944
24,48,72,0,0,0,3,945
3,4,7,0,0,0,3,946
1,3,4,0,0,0,3,947
41,46,87,0,0,0,3,948
1,1,2,0,0,0,3,949
3,0,3,0,0,0,3,950
2348,916,3264,7,4,11,3,951
346,128,474,1,1,2,3,952
2,0,2,0,0,0,3,953
8,2,10,0,0,0,3,954
12,5,17,0,0,0,3,955
49,21,70,1,0,1,3,956
38,99,137,0,0,0,3,957
1,1,2,0,0,0,3,958
286,550,836,1,2,3,3,959
5,1,6,0,0,0,3,960
2,4,6,0,0,0,3,961
4,1,5,0,0,0,3,962
14,5,19,0,0,0,3,963
14,3,17,0,0,0,3,964
2,0,2,0,0,0,3,965
5,4,9,0,0,0,3,966
7,4,11,0,0,0,3,967
5,4,9,0,0,0,3,968
2,2,4,0,0,0,3,969
3,0,3,0,0,0,3,970
6,1,7,0,0,0,3,971
2,1,3,0,0,0,3,972
26,13,39,0,0,0,3,973
2,7,9,0,0,0,3,974
17,5,22,0,0,0,3,975
10,3,13,0,0,0,3,976
11,6,17,1,0,1,3,977
18,23,41,1,0,1,3,978
59,16,75,1,0,1,3,979
25,5,30,1,0,1,3,980
3,6,9,0,0,0,3,981
6,1,7,0,0,0,3,982
7,11,18,0,0,0,3,983
299,42,341,6,0,6,3,984
14,2,16,1,0,1,3,985
36,12,48,0,0,0,3,986
22,7,29,0,0,0,3,987
27,12,39,0,0,0,3,988
8,4,12,0,0,0,3,989
2,1,3,0,0,0,3,990
17,7,24,1,0,1,3,991
9,0,9,0,0,0,3,992
5,1,6,0,0,0,3,993
7,3,10,0,0,0,3,994
6,2,8,0,0,0,3,995
1327,1555,2882,8,11,19,3,996
0,0,0,0,0,0,3,997
46,76,122,0,0,0,3,998
23,41,64,0,0,0,3,999
12,14,26,0,0,0,3,1000
1,5,6,0,0,0,3,1001
7,5,12,0,0,0,3,1002
17,3,20,0,0,0,3,1003
4,5,9,0,0,0,3,1004
0,0,0,0,0,0,3,1005
828,494,1322,7,5,12,3,1006
72,195,267,2,0,2,3,1007
5,1,6,0,0,0,3,1008
6,5,11,0,0,0,3,1009
5,2,7,0,0,0,3,1010
6,1,7,0,0,0,3,1011
18,6,24,0,0,0,3,1012
5,10,15,0,0,0,3,1013
1,8,9,0,0,0,3,1014
3,2,5,0,0,0,3,1015
36,51,87,0,5,5,3,1016
0,0,0,0,0,0,3,1017
5,0,5,0,0,0,3,1018
1,3,4,0,0,0,3,1019
2,0,2,0,0,0,3,1020
1,0,1,0,0,0,3,1021
0,0,0,0,0,0,3,1022
1,1,2,0,0,0,3,1023
1,0,1,0,0,0,3,1024
0,2,2,0,0,0,3,1025
0,1,1,0,0,0,3,1026
169,219,388,2,6,8,3,1027
4,9,13,0,0,0,3,1028
0,1,1,0,0,0,3,1029
3,0,3,0,0,0,3,1030
5,1,6,0,0,0,3,1031
6,0,6,0,0,0,3,1032
5,6,11,1,0,1,3,1033
1,1,2,0,0,0,3,1034
2,2,4,0,0,0,3,1035
0,2,2,0,0,0,3,1036
2,0,2,0,0,0,3,1037
13,1,14,1,0,1,3,1038
3,8,11,0,1,1,3,1039
33,87,120,0,0,0,3,1040
160,583,743,3,11,14,3,1041
6,1,7,0,0,0,3,1042
8,10,18,0,0,0,3,1043
3,5,8,0,0,0,3,1044
14,6,20,0,0,0,3,1045
7,3,10,0,0,0,3,1046
132,150,282,4,1,5,3,1047
59,281,340,0,0,0,3,1048
55,27,82,0,0,0,3,1049
2,1,3,0,0,0,3,1050
23,17,40,0,0,0,3,1051
170,294,464,1,2,3,3,1052
11,11,22,0,0,0,3,1053
10,14,24,0,0,0,3,1054
15,2,17,0,0,0,3,1055
1,0,1,0,0,0,3,1056
13,7,20,0,0,0,3,1057
229,267,496,2,1,3,3,1058
368,240,608,6,1,7,3,1059
6,2,8,0,0,0,3,1060
65,186,251,1,4,5,3,1061
5,13,18,0,0,0,3,1062
3,16,19,0,0,0,3,1063
1190,1749,2939,16,19,35,3,1064
139,786,925,1,27,28,3,1065
199,647,846,2,5,7,3,1066
80,255,335,2,3,5,3,1067
32,65,97,1,2,3,3,1068
11,10,21,0,0,0,3,1069
0,0,0,0,0,0,3,1070
21,16,37,1,0,1,3,1071
185,250,435,1,2,3,3,1072
2,4,6,0,0,0,3,1073
0,2,2,0,0,0,3,1074
1,2,3,0,0,0,3,1075
7,0,7,0,0,0,3,1076
3,3,6,0,0,0,3,1077
2,23,25,0,0,0,3,1078
8,7,15,0,0,0,3,1079
15,15,30,0,0,0,3,1080
2,4,6,0,0,0,3,1081
23,9,32,0,0,0,3,1082
8,11,19,1,1,2,3,1083
1724,1236,2960,15,9,24,3,1084
18,4,22,0,0,0,3,1085
7,4,11,0,0,0,3,1086
41,27,68,1,0,1,3,1087
7,4,11,0,0,0,3,1088
22,22,44,0,0,0,3,1089
33,76,109,0,0,0,3,1090
0,1,1,0,0,0,3,1091
57,30,87,1,0,1,3,1092
248,104,352,5,3,8,3,1093
81,12,93,0,0,0,3,1094
23,10,33,0,0,0,3,1095
29,13,42,0,1,1,3,1096
38,18,56,1,0,1,3,1097
67,41,108,0,0,0,3,1098
1700,1214,2914,6,7,13,3,1099
13,17,30,0,0,0,3,1100
49,20,69,0,0,0,3,1101
26,3,29,0,0,0,3,1102
62,32,94,1,0,1,3,1103
5,14,19,0,0,0,3,1104
14,6,20,0,0,0,3,1105
13,3,16,0,0,0,3,1106
3,2,5,0,0,0,3,1107
2,1,3,0,0,0,3,1108
4,6,10,0,0,0,3,1109
5,2,7,0,0,0,3,1110
3,0,3,0,0,0,3,1111
22,1,23,0,0,0,3,1112
19,1,20,0,0,0,3,1113
8,5,13,0,0,0,3,1114
8,6,14,0,0,0,3,1115
5,19,24,0,0,0,3,1116
15,8,23,0,0,0,3,1117
15,12,27,0,1,1,3,1118
378,1195,1573,5,34,39,3,1119
164,982,1146,1,19,20,3,1120
73,206,279,0,0,0,3,1121
1363,253,1616,3,0,3,3,1122
18,4,22,0,0,0,3,1123
476,1276,1752,10,11,21,3,1124
43,80,123,0,1,1,3,1125
4,5,9,0,2,2,3,1126
1,8,9,0,0,0,3,1127
7,25,32,0,0,0,3,1128
0,2,2,0,0,0,3,1129
2,1,3,0,0,0,3,1130
1,2,3,0,0,0,3,1131
2,0,2,0,0,0,3,1132
642,929,1571,1,1,2,3,1133
2,0,2,0,0,0,3,1134
4,5,9,0,0,0,3,1135
29,49,78,1,4,5,3,1136
169,269,438,0,1,1,3,1137
10,3,13,0,0,0,3,1138
15,0,15,0,0,0,3,1139
8,10,18,0,0,0,3,1140
0,2,2,0,0,0,3,1141
8,11,19,0,0,0,3,1142
10,31,41,0,0,0,3,1143
0,0,0,-22,-4,-26,3,1144
4,6,10,0,0,0,3,1145
4091,3250,7341,64,49,113,3,1146
152,8,160,0,0,0,3,1147
13,6,19,0,0,0,3,1148
43,28,71,0,0,0,3,1149
40,17,57,0,0,0,3,1150
0,0,0,-54,-192,-246,3,1151
231,595,826,2,4,6,3,1152
56,179,235,0,1,1,3,1153
28,10,38,0,0,0,3,1154
12,13,25,0,0,0,3,1155
50,67,117,0,2,2,3,1156
15,10,25,0,0,0,3,1157
11,2,13,0,0,0,3,1158
27,9,36,1,1,2,3,1159
44,37,81,1,0,1,3,1160
42,85,127,0,0,0,3,1161
195,307,502,0,0,0,3,1162
41,91,132,0,0,0,3,1163
39,42,81,0,0,0,3,1164
8,1,9,0,0,0,3,1165
2188,3530,5718,8,13,21,3,1166
292,228,520,0,1,1,3,1167
9,22,31,0,0,0,3,1168
184,153,337,1,0,1,3,1169
12128,5680,17808,53,33,86,3,1170
30,24,54,0,0,0,3,1171
195,55,250,1,0,1,3,1172
28,5,33,0,0,0,3,1173
7,5,12,0,0,0,3,1174
1287,352,1639,11,1,12,3,1175
214,164,378,1,2,3,3,1176
275,427,702,1,1,2,3,1177
67,7,74,0,0,0,3,1178
635606,180853,816459,733,267,1000,3,1179
262,103,365,0,2,2,3,1180
118,52,170,0,0,0,3,1181
73,37,110,1,3,4,3,1182
664,222,886,5,1,6,3,1183
122,93,215,1,2,3,3,1184
0,0,0,0,0,0,3,1185
77,130,207,0,0,0,3,1186
260,388,648,6,7,13,3,1187
251,363,614,2,5,7,3,1188
218,73,291,3,1,4,3,1189
10,6,16,0,0,0,3,1190
54,16,70,0,0,0,3,1191
1072,1928,3000,8,12,20,3,1192
0,0,0,0,0,0,3,1193
145,863,1008,1,6,7,3,1194
1022,1334,2356,3,8,11,3,1195
0,0,0,0,0,0,3,1196
980,1110,2090,11,11,22,3,1197
2677,5290,7967,38,77,115,3,1198
76,124,200,0,0,0,3,1199
117,184,301,2,4,6,3,1200
2354,1723,4077,40,32,72,3,1201
3,4,7,0,0,0,3,1202
8,4,12,0,0,0,3,1203
1,2,3,0,0,0,3,1204
0,0,0,0,0,0,3,1205
1516,1449,2965,13,16,29,3,1206
7,24,31,0,0,0,3,1207
91,31,122,0,0,0,3,1208
132,43,175,0,0,0,3,1209
0,0,0,0,0,0,3,1210
0,0,0,0,0,0,3,1211
240,53,293,0,1,1,3,1212
114,16,130,1,0,1,3,1213
1548,1940,3488,11,18,29,3,1214
13,14,27,0,1,1,3,1215
163,66,229,0,0,0,3,1216
14,5,19,0,0,0,3,1217
8,4,12,0,1,1,3,1218
5,1,6,0,0,0,3,1219
2,0,2,0,0,0,3,1220
0,0,0,0,0,0,3,1221
2,4,6,0,0,0,3,1222
0,0,0,0,0,0,3,1223
0,0,0,0,0,0,3,1224
0,0,0,0,0,0,3,1225
1,4,5,0,0,0,3,1226
2,0,2,0,0,0,3,1227
8,8,16,0,1,1,3,1228
6,1,7,0,0,0,3,1229
1,2,3,1,1,2,3,1230
0,0,0,0,0,0,3,1231
0,1,1,0,0,0,3,1232
17,14,31,0,0,0,3,1233
1,1,2,0,0,0,3,1234
0,1,1,0,0,0,3,1235
1,2,3,0,0,0,3,1236
1,0,1,0,0,0,3,1237
19,19,38,0,0,0,3,1238
4,1,5,0,0,0,3,1239
8,6,14,0,0,0,3,1240
8,5,13,0,1,1,3,1241
0,0,0,0,0,0,3,1242
3,1,4,1,0,1,3,1243
2,1,3,0,0,0,3,1244
4,6,10,0,0,0,3,1245
0,0,0,0,0,0,3,1246
1,1,2,0,0,0,3,1247
36,33,69,0,0,0,3,1248
5,1,6,0,1,1,3,1249
2,2,4,0,1,1,3,1250
1,0,1,0,0,0,3,1251
2,1,3,0,0,0,3,1252
5,0,5,0,0,0,3,1253
0,0,0,0,0,0,3,1254
39,46,85,0,0,0,3,1255
1,0,1,0,0,0,3,1256
2,1,3,0,0,0,3,1257
0,0,0,0,0,0,3,1258
1,0,1,0,0,0,3,1259
7,7,14,0,0,0,3,1260
33,12,45,0,0,0,3,1261
1,0,1,0,0,0,3,1262
12,4,16,1,0,1,3,1263
0,0,0,0,0,0,3,1264
1,0,1,0,0,0,3,1265
2,0,2,0,0,0,3,1266
6,4,10,1,0,1,3,1267
6,10,16,0,0,0,3,1268
5,0,5,0,0,0,3,1269
0,0,0,0,0,0,3,1270
6,0,6,0,0,0,3,1271
2,0,2,0,0,0,3,1272
13,13,26,0,0,0,3,1273
1,0,1,0,0,0,3,1274
1,1,2,0,0,0,3,1275
1,2,3,0,0,0,3,1276
4,1,5,0,0,0,3,1277
0,0,0,0,0,0,3,1278
1,1,2,0,0,0,3,1279
1,0,1,0,0,0,3,1280
0,0,0,0,0,0,3,1281
0,5,5,0,0,0,3,1282
8,3,11,0,0,0,3,1283
4,1,5,0,1,1,3,1284
0,1,1,0,0,0,3,1285
0,1,1,0,0,0,3,1286
0,0,0,0,0,0,3,1287
0,0,0,-3,-2,-5,3,1288
3,0,3,0,0,0,3,1289
15,18,33,0,0,0,3,1290
0,2,2,0,0,0,3,1291
3,1,4,0,0,0,3,1292
4,2,6,0,0,0,3,1293
1,0,1,0,0,0,3,1294
2,4,6,0,1,1,3,1295
3,2,5,0,0,0,3,1296
0,0,0,0,0,0,3,1297
3,1,4,0,0,0,3,1298
13,4,17,0,0,0,3,1299
0,0,0,0,0,0,3,1300
0,0,0,0,0,0,3,1301
5,9,14,0,0,0,3,1302
3,3,6,0,0,0,3,1303
3,2,5,0,0,0,3,1304
5,1,6,0,1,1,3,1305
0,1,1,0,0,0,3,1306
3,5,8,1,1,2,3,1307
2,2,4,0,0,0,3,1308
5,4,9,0,0,0,3,1309
3,4,7,0,0,0,3,1310
0,2,2,0,0,0,3,1311
0,10,10,0,0,0,3,1312
2,0,2,1,0,1,3,1313
1,0,1,0,0,0,3,1314
0,1,1,0,1,1,3,1315
1,1,2,0,1,1,3,1316
0,0,0,0,0,0,3,1317
4,4,8,0,0,0,3,1318
6,2,8,0,0,0,3,1319
0,0,0,0,0,0,3,1320
2,0,2,0,0,0,3,1321
0,1,1,0,0,0,3,1322
0,0,0,0,0,0,3,1323
5,0,5,0,0,0,3,1324
0,2,2,0,0,0,3,1325
1,1,2,0,0,0,3,1326
7,0,7,0,0,0,3,1327
8,4,12,0,0,0,3,1328
1,0,1,0,0,0,3,1329
1,0,1,0,0,0,3,1330
4,2,6,0,0,0,3,1331
2,0,2,0,0,0,3,1332
1,0,1,0,0,0,3,1333
2,0,2,0,0,0,3,1334
2,1,3,0,0,0,3,1335
2,1,3,0,0,0,3,1336
4,6,10,0,0,0,3,1337
2,3,5,0,0,0,3,1338
1,1,2,0,0,0,3,1339
3,5,8,0,0,0,3,1340
8,0,8,0,0,0,3,1341
1,0,1,0,0,0,3,1342
0,1,1,0,0,0,3,1343
2,2,4,0,0,0,3,1344
2,0,2,0,0,0,3,1345
0,0,0,0,0,0,3,1346
0,0,0,0,0,0,3,1347
0,3,3,0,0,0,3,1348
1,4,5,0,0,0,3,1349
3,3,6,0,0,0,3,1350
4,6,10,0,0,0,3,1351
0,0,0,0,0,0,3,1352
0,0,0,0,0,0,3,1353
5,2,7,0,0,0,3,1354
0,0,0,0,0,0,3,1355
1,1,2,0,0,0,3,1356
0,1,1,0,0,0,3,1357
2,3,5,0,1,1,3,1358
4,0,4,0,0,0,3,1359
5,3,8,0,0,0,3,1360
22,23,45,0,0,0,3,1361
1,2,3,0,0,0,3,1362
4,4,8,0,0,0,3,1363
1,1,2,0,0,0,3,1364
0,0,0,0,0,0,3,1365
2,1,3,0,0,0,3,1366
3,3,6,0,0,0,3,1367
0,1,1,0,0,0,3,1368
2,1,3,0,0,0,3,1369
0,0,0,0,0,0,3,1370
5,0,5,0,0,0,3,1371
1,0,1,0,0,0,3,1372
2,0,2,0,0,0,3,1373
6,6,12,0,0,0,3,1374
1,1,2,0,0,0,3,1375
1,0,1,0,0,0,3,1376
1,0,1,0,0,0,3,1377
0,0,0,0,0,0,3,1378
0,0,0,0,0,0,3,1379
0,0,0,0,0,0,3,1380
0,1,1,0,1,1,3,1381
4,0,4,0,0,0,3,1382
36,26,62,0,0,0,3,1383
2,2,4,0,0,0,3,1384
